Num_Qubits_Sent,Num_Qubits_Measured_Correctly,QBER,Photon_Splitting_Prob,Intercept_Resend_Prob,Eavesdropper_Success_Rate,Final_Key_Length,Detector_Error_Rate,Quantum_Channel_Noise,Attack_Detected
984,654,0.07233145681080413,0.1804200097248983,0.32074854085257776,0.13131210275376193,915,0.026793809660686292,0.07535271474160346,0
1318,467,0.20687225751251792,0.39899638599570136,0.020289806952601408,1.0641473437505624,491,0.043306372207350716,0.16732278956383206,1
1146,1015,0.09769794273741386,0.20692210089869761,0.15658060290689513,0.977456877464428,292,0.0496754682537174,0.021793423678517474,0
520,735,0.03502511278787285,0.2930855924078425,0.25532068434715793,0.4091534253739858,552,0.028228143267035592,0.04533529258888816,0
1340,1070,0.2799667896132102,0.08178970465865876,0.09422574610273748,0.7273730798613057,616,0.06642548694667466,0.13974574677961987,1
666,1220,0.1075462686914472,0.034855681734288047,0.07762026443727738,0.6897623764510137,1109,0.028583513840003585,0.17890575946694817,0
773,1273,0.12058228673972754,0.4399780209657803,0.0071405822986643774,0.8099417079890419,497,0.04044427577165607,0.18604057124672083,0
887,699,0.07119958518949837,0.1656862980729794,0.45577531672562926,0.27915069707216655,273,0.027186086393951023,0.06418980134837429,0
1100,756,0.04814026571623903,0.17516861653406635,0.028053977515093642,0.8093510083338185,1150,0.02280374401329264,0.14189018262599648,0
815,655,0.12553036666961234,0.43884392473942924,0.1830057107320145,0.27152107873285036,512,0.023339384133875665,0.17161820832290622,0
513,1407,0.22690375090447812,0.35388567445437197,0.10288581863574497,1.2708429185592318,66,0.023743198725793488,0.19965782478281002,1
741,752,0.1295890432836831,0.37813135549380644,0.37051655110368065,0.12480361954346542,637,0.019162092588459512,0.153553277718699,0
1276,923,0.10948892465924788,0.3410017420838313,0.3535923287407672,1.127283471272572,125,0.08107022307461785,0.2911188006002325,1
845,1349,0.056619864582853514,0.052896122395768186,0.40311120598099054,0.5204939451655561,400,0.034103265296382634,0.04082068337694216,0
1064,1155,0.22784663719388243,0.47899791052811386,0.3084041506224924,1.266132677529755,208,0.06785211878611389,0.07439633187603148,1
1397,683,0.2077485959612952,0.4545681435639638,0.2958265801666675,1.0105812114870338,617,0.010812865920851875,0.18122958734709155,1
839,498,0.050696231331004746,0.11811006341572722,0.20355535773594224,0.8533428000131571,823,0.025066852181876546,0.10661153059836269,0
591,596,0.14372438987470032,0.40199709557192065,0.3181793500544341,0.7369074650291897,615,0.0300214651168735,0.1310769349008697,1
866,881,0.11960662025996567,0.20469821574865998,0.05760279248337652,0.8566977633983923,891,0.03417555544383044,0.23093977576907654,1
1455,1277,0.12679699072369327,0.3418834839322415,0.34225642460109235,0.6532414545642399,118,0.06842965668081907,0.22158336925469904,1
954,1014,0.09473200115952635,0.082801499906617,0.051948878931543985,0.47807992115792863,227,0.03764226816936543,0.06023625606088725,0
927,1017,0.11622409285843195,0.2692771253282104,0.43086995126633315,1.1434810370334114,0,0.03081871345909587,0.24620937037454182,1
1008,767,0.13196694023939484,0.06330814977995303,0.25284140291352764,0.02726342338653731,245,0.013128855174322693,0.16739685782111816,0
1275,969,0.06025120590806638,0.26808358267905796,0.2651784522678203,0.0703566960129387,1032,0.033135540977248586,0.07181260332806952,0
1442,989,0.22932911915747956,0.1217969780286064,0.29242880110261793,1.4119119713398454,561,0.078109223523059,0.09423933848327262,1
534,1498,0.05291207149460998,0.22623326438440733,0.38802624948942854,0.28678835808677494,1080,0.014436316706512308,0.171579504816587,0
705,1465,0.13766189616670416,0.3339846835872154,0.2392353104360837,0.34614514974373334,719,0.020905811174676076,0.028389770756001957,0
580,821,0.03369382051771126,0.4385372908303094,0.213794036823661,0.6404062269084588,891,0.018212037803166655,0.10093551354630148,0
1431,1235,0.1806527226217947,0.08264450154263903,0.14416672838645112,0.43577610464163863,273,0.0012236812369354536,0.07222231770347948,1
1061,944,0.2724377128991773,0.44663455770884913,0.06401967535879566,0.9395008367375242,0,0.06459158790858086,0.2444210746525598,1
1371,470,0.2011914919622793,0.19501882396364506,0.09517127053801655,0.8904099656234541,0,0.06641530305967631,0.08266750736046552,1
887,1167,0.050647066797503824,0.42189828430294046,0.0002639218429161816,0.05899669344537706,603,0.014545349720505273,0.03221112907859156,0
501,706,0.09100111130214691,0.2562739592088815,0.43471082389283366,0.9169702504055911,665,0.03470144169034666,0.14332862817621278,0
889,776,0.12195196384852952,0.43110428588146993,0.3824791974494409,0.9401088914490285,772,0.012894691200256044,0.049055600880610555,0
1065,1054,0.11355290281207055,0.3314120337600998,0.1093412144094782,0.44820016447201416,1180,0.03606098920800176,0.03514860808045157,0
605,1077,0.14692551488901717,0.25435807030838414,0.0011950452977526616,0.2092394020147944,492,0.023402183693161396,0.04195661462154527,0
1271,798,0.19841465986708107,0.1562693165001644,0.24605815243101958,1.2443170907582717,0,0.0809263887756726,0.19263141473002143,1
1321,620,0.14574901317594452,0.4844545438093277,0.20628659965753526,0.09993318992880817,302,0.0276919868448571,0.05229891817909565,0
976,581,0.01609312268963566,0.40044882883320887,0.38800331067102933,0.3977973164840717,158,0.010047991530500254,0.08167531096995814,0
1202,706,0.12046779797995386,0.19059359258613068,0.20144775334875892,0.6421974890714344,0,0.07291577402250829,0.25972382577995,1
901,921,0.022072728156718555,0.08336179652952302,0.4320564037618792,0.7061657034800944,1000,0.03910624653660411,0.043377761795960534,0
1229,1413,0.009453747055305786,0.3897677092966469,0.04791911453262643,0.2757135501107282,865,0.005127180886666357,0.1669927026124005,0
1055,403,0.11465575816310768,0.49497214390545996,0.182929043126274,0.5206594832402816,1005,0.003353993935754366,0.15732625246580095,0
661,1262,0.1254618107570391,0.13948747689623603,0.4669704493343653,0.14234745628027137,383,0.007678261031079732,0.19439368517189312,1
701,1247,0.1738295010301449,0.4579315361674979,0.0058648111634393985,0.6836130077752005,548,0.04242043799841416,0.13931861237074955,1
1457,1203,0.0671283574317419,0.06268535279396009,0.1953947120034623,0.003267937762077122,840,0.016698745230352686,0.09974881613776301,0
1495,614,0.21233222954829972,0.47610312712592706,0.12985163003326544,1.5045995207598026,382,0.05927051568125884,0.21256303364345824,1
769,1371,0.10103529910563165,0.3726694562215317,0.26593036122153907,0.5011578935994999,832,0.030545353570189355,0.017111175925043295,0
1362,500,0.053857182761970795,0.17329811463185174,0.139383400139314,0.10006649581792781,380,0.037430590163148036,0.13611483586376352,0
1315,1362,0.1915485085090378,0.15231591114811693,0.4349540227307362,0.5247093511349985,600,0.04166781039577819,0.05296294701337627,1
770,972,0.10907636328752536,0.3217176769696756,0.4685691264266371,0.41611628098456954,857,0.02627741013797581,0.13244597164229915,1
955,1057,0.11326757287181846,0.29675357012935,0.4245671485369703,0.5308954328095885,418,0.02137222089197596,0.16385900450756272,0
961,1338,0.07038886354430256,0.4594683507468432,0.19928392261397465,0.12234321585244168,995,0.010601147503103505,0.13072295293765474,0
1226,1486,0.12279736754306877,0.3831215671046071,0.49496688276809936,0.47310752111283305,765,0.030768497430696384,0.12815278382932774,0
751,625,0.05338914610165005,0.2701824362869634,0.36751815831209583,0.30550788376345483,1164,0.027943975907481714,0.053113487464764436,0
1201,504,0.14084298905543904,0.46378292091982726,0.17780446831430952,1.1989214623381854,0,0.04242061980652927,0.2115106519877547,1
795,1171,0.16800860708812443,0.2963653156666094,0.04684641059939754,0.8320130196391046,1004,0.02286397051954678,0.07097227387360099,1
1224,828,0.08394935560631411,0.42484241783033866,0.3335232081908644,0.848185290854566,814,0.0372429002460014,0.19331097340408646,0
1219,833,0.16145104733622276,0.4204713260489282,0.36428372211591753,1.1122771079115672,15,0.03172692152238614,0.09427313637822844,1
1248,1451,0.06186975966298716,0.4595974294747681,0.0612295664442305,0.9695248682569119,948,0.024605296224188028,0.167082090283294,0
837,1081,0.18181350556893078,0.03380101563955229,0.2748681758981289,0.8350607621962034,78,0.05385949906809031,0.268669419427967,1
1378,987,0.13557052159026714,0.2919098339733889,0.4935439920269102,0.7675686900033954,193,0.033732211631612,0.042640454079257005,0
552,1492,0.0871736973048271,0.23419629558552457,0.16312105124956844,0.4381108202946,739,0.03175524128857652,0.011852389585827698,0
1291,1265,0.0842061675279213,0.24527119173233625,0.1509475112164319,0.4261731563406663,684,0.02345344424333962,0.17611602821720515,0
1421,1145,0.13592170093650102,0.22995530181010143,0.45165108304648216,1.5496077571448257,0,0.04488976147644504,0.2326495123560186,1
716,1263,0.0674601152721091,0.41873334471117046,0.05870802233252781,0.5096908215550797,122,0.009568948547649538,0.10825739348961974,1
1263,767,0.14039180312221652,0.1592164487084694,0.46676375168761686,0.47781030795605883,555,0.017630575242851637,0.16777174089906444,0
687,650,0.0267791299569458,0.2313755408148892,0.3897435301367447,0.5928832397138206,979,0.045527028339678505,0.16398924833890494,0
879,1258,0.15210300279994923,0.10034127145054283,0.1954202044664599,0.06612342707742003,145,0.03794044290981489,0.09764208678967375,0
992,1255,0.11217436103457357,0.12585830796236736,0.04177381017607584,0.8645142541947876,561,0.04466241992721794,0.18989644537423656,0
540,960,0.07487960151788395,0.3302100416719375,0.009587270626892241,0.6309789004775276,563,0.04228735026094878,0.18711859754126803,1
656,693,0.09809549933002226,0.058467969125330976,0.18791559821889042,0.6568196473860396,710,0.02348524569505821,0.09414721478081091,0
514,1318,0.16481037185567154,0.09391090549733866,0.35267679223842224,1.2709477648654253,814,0.026991681944192335,0.03781843318092173,1
1312,832,0.04089975555041302,0.26401727978565703,0.24376460673445105,0.7197547193003967,897,0.009309717426934157,0.1910277508810122,0
564,458,0.037551332736908596,0.02188651398150676,0.369325946405295,0.886010534759446,200,0.03632273542841782,0.03439003253810466,0
1356,1368,0.10432502386614084,0.06346349971019577,0.33528542436305475,0.5190510521677605,98,0.05024614320824147,0.14431293386256538,1
1338,1235,0.14736865178908337,0.4316764694833744,0.2864535946841832,0.49273467408073657,334,0.008902182270856405,0.14859303689443276,0
1020,598,0.19769486821194654,0.42307338289749785,0.48374954036242723,1.0024735533242142,513,0.029381161440853426,0.08330454638539897,1
843,614,0.09939746106596964,0.1738880525234911,0.364192217176735,0.6890388806341619,928,0.035110605682884405,0.11309188780180712,0
628,1297,0.13469742184209568,0.17399565765559222,0.4573067245907211,0.1168582539590689,1058,0.024627945683706458,0.040192392914643445,0
1147,871,0.13187438253248507,0.4682577246320018,0.12108028216001421,0.7865208035364535,101,0.0014407742246021946,0.07565188524969638,1
971,646,0.10994933707643892,0.012920569536011617,0.3568198133886006,0.14599355086943244,347,0.04140126451072146,0.13191651375394345,0
562,781,0.10809584593884317,0.2901477565426354,0.29890143170757966,0.06761280721265994,1114,0.031353649078283016,0.12456586341637088,0
638,1390,0.14560817678714286,0.29869528952036367,0.4621480484194266,1.2060999383627138,0,0.039990845862422,0.2158198840591823,1
998,1326,0.20376878282385152,0.3939435335908306,0.2552265088121866,0.7859308011571587,491,0.015929556783375338,0.1786323600923133,1
1092,959,0.0929236244158277,0.47587525791130036,0.13982068951457582,0.9581176277382623,717,0.036397878326901924,0.09397749966480358,0
891,1474,0.1965731494121903,0.17791379352167197,0.1924194801892709,0.8100106572680735,325,0.0038924572250671214,0.15174460415407326,1
1174,1088,0.09469749454827517,0.2189167367280006,0.10941490271313059,0.5913907614853575,307,0.0370763753920397,0.05182335141474575,0
918,779,0.05333999349952103,0.3356492402600887,0.10998649969409335,0.2145649008964231,1075,0.025739866324219738,0.025907283769839987,0
788,873,0.0548066793309307,0.4836358111720883,0.23521079301333048,0.15204436681466527,235,0.03936001275511674,0.17356170506737806,0
878,1096,0.15267942532951287,0.44539617686835375,0.44628441764648563,1.140307919008031,0,0.06446544582518454,0.20669887513584495,1
1272,1310,0.10116036189526473,0.3335265016350223,0.095934671430628,0.22294903935453314,1143,0.03862016410253633,0.03335439387629063,0
989,1359,0.05998155738483319,0.42836178583551104,0.14393500606205778,0.7066050922070176,385,0.00482567084418015,0.060204994611441826,0
730,877,0.13563592965020402,0.04260221544571813,0.4264940640257693,0.11447709186147403,545,0.023558301214371753,0.1740134189573548,0
540,1403,0.16856450364977038,0.18856347142592633,0.16962813878025768,0.6077679192930587,943,0.01661804433110622,0.26025472068274813,1
527,1325,0.21385385206455138,0.006546247849423592,0.4812067009948571,1.1756464428298987,365,0.06116447053834639,0.2515003333882861,1
634,1106,0.033617651384551424,0.08873611913047519,0.1344601382317706,0.8310370798894452,656,0.048324294915218245,0.11829163270206161,0
700,1253,0.1536342845579388,0.315246285601201,0.2210717108492889,0.34524077354850735,913,0.007095413920568748,0.17513798747666473,0
1339,1416,0.13674739938781041,0.4427808118668334,0.04780496959637043,0.2067199301847672,891,0.04341431712265805,0.12909389350218511,0
1279,1153,0.1328858057225678,0.31639015499589773,0.49608789764930084,0.9581998611642427,432,0.04955180349858504,0.142888473325162,0
1429,902,0.10175029120374929,0.33206905350428334,0.4450710224378097,1.0511179828480395,0,0.049511076948499634,0.22979754289743765,1
532,1216,0.12140003676391178,0.05191080262810094,0.40878112643806236,0.8070592878177526,1139,0.040037775057451694,0.07725642037412482,0
547,987,0.0477248500173349,0.3324302454566899,0.07867123528047032,0.2227516498819424,243,0.023813443379900604,0.15906232353370428,0
1002,1107,0.10443962360662765,0.22717335868459548,0.4846790289239568,0.4244386480358294,933,0.00972203041786095,0.049320570356639094,0
906,1467,0.10161428099188348,0.3257201157909117,0.46457564283996217,0.2742287013081798,684,0.030802440710642972,0.06997748312790464,1
1073,606,0.09810801700386385,0.16308655476491368,0.21783572099875964,0.10939948821982848,685,0.030908261038756064,0.16415437073048872,0
1227,550,0.08027479476066732,0.29074297083158507,0.34081851485070336,0.2209590437587774,1137,0.01650529215287504,0.11712178130423273,0
1304,1067,0.16635890307116433,0.2120346484154947,0.4962292138460235,0.723462967777815,0,0.05831338657627465,0.15436088376699042,1
598,927,0.1258955288619547,0.2793185277175304,0.20487260974979093,1.2706432853724543,927,0.006710811795911599,0.17152937462568535,1
1183,564,0.1408929244684237,0.0735447591649,0.05652284452704148,0.4220885651760451,746,0.032066412479700906,0.19580482113560732,0
1371,1316,0.021814567095082376,0.19791242680864252,0.4338895174094984,0.69787578293396,1144,0.04493939676766551,0.17989275296203378,0
1225,1409,0.12003215734941276,0.18713932862842703,0.23824255922124837,0.9044471767326179,999,0.024131200378150426,0.10643954813223029,0
1486,436,0.05798565974118052,0.36819726032640415,0.4934847275296343,0.24605683179800986,1145,0.03846358581636859,0.11396603814485158,0
1046,732,0.0059992368215187886,0.35320475698403275,0.2754464302024038,0.14472219508379525,509,0.03214638772936962,0.12670402416952853,0
1460,802,0.030937981208865158,0.4544293423656665,0.014738801794601186,0.24325819749491018,1014,0.0011501421640291612,0.1602568891535637,0
1238,813,0.11754551251513287,0.31602779614159876,0.2458634818021901,0.8824216870070488,881,0.006977922793916693,0.17602268638079177,0
1112,444,0.029917805278887745,0.15727356489673666,0.35903106466448026,0.6656860342300409,186,0.038966933796390095,0.037840507089486206,0
1442,605,0.1268315992432254,0.3916123316176657,0.013015014101539824,0.4513351232404793,506,0.002982193438031087,0.1293558030324465,0
961,461,0.03374315751979353,0.2484988217668132,0.20672435718121435,0.8202827468332419,820,0.04785613519936001,0.05316593767099838,0
1142,819,0.0715066918736072,0.09674660531453927,0.07778010022578813,0.8525155808250039,129,0.0681097609210182,0.20758132733899143,1
1268,1267,0.15632945514418745,0.37370573416356323,0.3215484105106793,0.5730183887467163,616,0.01875637216450703,0.07020277285430343,1
504,1219,0.11572342452690668,0.0662656978596145,0.47867292438902065,1.0944277190450693,0,0.04105298260005284,0.22108009038608456,1
717,418,0.21189780208862513,0.0890766656230646,0.31229245227764646,1.5704522461652646,0,0.05787924646878788,0.22862165338326862,1
1002,764,0.03435032133720145,0.37937796421757364,0.34743885319294454,0.25955851691514653,874,0.03097783847729058,0.17453921414620036,0
1266,1430,0.08177604971374061,0.385072347035644,0.19828145021280474,0.4326086322229661,250,0.005362626471859424,0.23312730091151912,1
897,827,0.11653113208456002,0.39539063440210764,0.2815704344759582,0.47397469933910996,667,0.011553898279246973,0.18744618362734417,0
1370,979,0.3201023498378657,0.14666256220855783,0.2719288548429299,0.728385378831315,0,0.06897591468308745,0.12258878011264629,1
1294,945,0.1726399222897302,0.43329372868575944,0.379803172633972,1.047319477917903,337,0.04023775502007668,0.14924392627961797,1
892,724,0.16859769237164834,0.3613340679810364,0.4284558235101476,0.7120382706190731,184,0.010408122334558546,0.16473877902649128,1
706,454,0.14647407743742638,0.41698370477567026,0.3314429721415499,1.1115743583847544,0,0.0635851783727751,0.2568385449570365,1
514,1177,0.21773096480433962,0.354302742373445,0.48990440096202303,1.3751451124913723,576,0.07877062665122636,0.08322416930315443,1
1357,1391,0.08601338613685411,0.2897982293731703,0.4141441962622498,0.7325618246287919,178,0.00677245200095034,0.1858346499751823,0
1053,441,0.04422777745182546,0.05469738578700967,0.06232337445846253,0.14926979195707857,126,0.022516066390865307,0.08737383649605338,0
1391,630,0.04185270313646792,0.3554681059759746,0.2537376991930856,0.4204318184421576,846,0.04267722056283657,0.1299101845812256,0
960,852,0.046530916300616676,0.34523038772909204,0.45161803934688505,0.32127055500572066,575,0.01916071795703829,0.19631664597109486,0
1190,793,0.09500909516855899,0.1562455666434302,0.4719674343656069,0.8020694380149382,210,0.01420340900531511,0.17770494788093483,0
1074,1090,0.04516322545287961,0.36790988452321305,0.190102969216199,0.7190367841712548,470,0.037535122877798185,0.07881431965115386,0
1363,791,0.15126185051169164,0.27522727671566377,0.3628520307582623,0.8158271243820724,341,0.020638117981196573,0.14051681154380938,1
1242,1003,0.1156151220926652,0.2797031192717075,0.20527274182118915,0.8236465089353083,808,0.03560927536412186,0.15628940581956324,0
740,1280,0.0490038747655977,0.18380233939285628,0.06182986108971594,0.7585889403218657,0,0.007193169013662754,0.2086264363908289,1
1063,484,0.06285534782944063,0.05839252067006828,0.4423056524612091,0.8035520302988511,724,0.028122034182225582,0.14391196968472986,0
595,1453,0.08195314108419295,0.10846422893299451,0.4659765613561539,0.03207489493202931,709,0.01959358126960588,0.012031617016639547,0
1399,448,0.15718074840301635,0.3844158266680291,0.2523752656329033,0.1346189765401017,667,0.049867948070369435,0.04781307018861741,0
1233,468,0.10143591015355188,0.13572077524844695,0.009153715410071872,0.75597440785326,331,0.02997817956057827,0.05211881084128184,0
984,1481,0.17613655087305866,0.0011265271678057576,0.40801812534812987,0.8385442760463043,0,0.060836117717718616,0.11594034025001396,1
906,1096,0.06785308148757467,0.49850871056577506,0.23848018311539543,0.6837610405664207,568,0.007420720725512688,0.028275165042301133,0
730,878,0.03366022517347395,0.10534111692518544,0.03751417877078428,0.7235737981275394,647,0.04960649167014777,0.1632550233931074,0
1248,1219,0.08040369643885459,0.3276915744351969,0.09469574143574744,1.1402475163411596,0,0.031070431454346993,0.16545760646597274,1
1154,546,0.054516165867292216,0.46346100228749687,0.0760596701152142,0.818232125205534,1004,0.0044709968791650755,0.15736171077894653,0
670,1415,0.0,0.2998563673169685,0.3431394331598571,0.5116170701213639,596,0.004711028439142026,0.18698967579068507,0
1040,1008,0.10073019735539378,0.3995153075422287,0.14970474643373904,0.8970370627234809,462,0.04365943159913742,0.06947460237742356,0
535,845,0.13690745330512924,0.48818585607440745,0.0638452586557216,1.31184840207173,472,0.0721033653960235,0.18335921252753573,1
1024,620,0.09591492191097013,0.4301817129648929,0.45882441311792177,0.507872968730071,1076,0.048679594593266186,0.02662739137136287,0
659,494,0.11797602769305823,0.27895204433918086,0.4782655295079016,0.9891178551319149,0,0.025624676542105533,0.14024184480247365,1
1338,661,0.11666678393320923,0.18185146524103807,0.06928793638348613,0.9120822174846172,643,0.034892106536007564,0.11378609354968779,0
1198,1296,0.1363032595832621,0.2412322245819798,0.11511792665493731,0.2436960357867639,479,0.027130194917700887,0.04423573331028406,0
742,1494,0.037881562587324336,0.42091308409527217,0.29606035980320794,0.6950354423712031,1094,0.032317673266434074,0.11203048864901062,0
585,618,0.05513680311090248,0.42667730507532015,0.07525392474923703,0.24261578816498652,297,0.026132902301322664,0.06944744357165551,0
1295,491,0.09009932267552015,0.42292746117918184,0.07929584645180593,0.0921749785477739,383,0.03409200080879302,0.19810914099799953,0
1077,526,0.057611584576714614,0.2986122013750055,0.16828802086869504,0.9537438776332401,330,0.045445895605816966,0.08138530302809376,0
